gene,spearman_r,p_value,n_samples
HEXIM2,0.346,1.4421846306231639e-05,150
MESD,0.3459,8.510723843054995e-06,158
ADAMTSL5,0.3459,2.3278261803038958e-05,143
SIN3B,0.3457,8.656193060186983e-06,158
GRASP,0.3456,0.17425156925857002,17
FAM122B,0.3456,0.0023931652221905633,75
TINCR,0.3455,0.3282265114713672,10
YY1,0.3455,8.752236847838832e-06,158
CD33,0.3452,0.027082767998567195,41
APOM,0.3452,8.937798977767862e-06,158
TRABD,0.3452,8.938331440235864e-06,158
CP,0.3451,8.954208236439017e-06,158
TRIM44,0.345,0.10687447360817615,23
RBM4,0.345,9.042813409399087e-06,158
CTCF,0.3447,9.179507071138873e-06,158
BUD23,0.3446,9.237236788238282e-06,158
PTPRA,0.3445,9.298603611921976e-06,158
TMEM134,0.3444,0.00014312201294208854,117
ANXA7,0.3443,9.431114742291813e-06,158
SRP72,0.3443,9.463588269166248e-06,158
USP1,0.3442,0.006160465906665179,62
WNT10B,0.3441,0.04986918667601623,33
FEM1C,0.3438,0.0277568300555064,41
SLC15A1,0.3438,0.16239741767599875,18
C2CD2L,0.3436,3.019070280336701e-05,141
COMMD1,0.3435,9.927975057776689e-06,158
FREM2,0.3434,0.004144232190614529,68
