gene,spearman_r,p_value,n_samples
DNAJC25,0.3482,0.05934298519134388,30
TRIP12,0.3482,0.05933516091111131,30
RNF25,0.3482,0.05934298519134388,30
NDUFC1,0.3481,0.07519541220592081,27
CITED4,0.348,0.17101314886910313,17
ICAM3,0.348,0.06432904217880236,29
MRPL38,0.3479,0.0595695255813089,30
FUS,0.3478,0.05966042798297664,30
PHPT1,0.3477,0.059721039332613995,30
EHMT2,0.3476,0.059834849687771974,30
BAK1,0.3475,0.05985767628749659,30
SELENOP,0.3475,0.059865204368633594,30
UQCRH,0.3473,0.06007048204871343,30
DPY30,0.3473,0.06004007545953855,30
POLRMT,0.3473,0.06006309224431038,30
GZMH,0.3471,0.18783442010629955,16
METTL2B,0.3471,0.06023851367868278,30
CRTC3,0.3469,0.06033001071328908,30
ENO2,0.3468,0.06042152479595184,30
MRPL24,0.3468,0.06042152479595184,30
ELL,0.3467,0.060536536324784944,30
UBTF,0.3467,0.060536536324784944,30
CARD19,0.3467,0.06050598347543343,30
ADCY3,0.3467,0.13419237876446422,20
RALY,0.3467,0.0604987798147071,30
PHLDB3,0.3467,0.06050598347543343,30
ABRAXAS2,0.3467,0.06050598347543343,30
SEMA6C,0.3466,0.2459318157400448,13
