gene,spearman_r,p_value,n_samples
JADE1,0.6878,1.7933348640612808e-11,73
LARS2,0.6877,1.4273708243841237e-15,102
CYP2J2,0.6876,6.82931437602101e-07,41
HOXB7,0.6876,1.3763219479911244e-05,32
MEIS1,0.6875,1.449353118339799e-15,102
ACP5,0.6875,1.4631208206970344e-15,102
RFWD3,0.6875,2.590051425941396e-12,79
CPEB3,0.6874,7.141950211564918e-13,83
PTPN21,0.6874,1.4767056238651022e-15,102
IGHV1-3,0.6873,1.490168473265083e-15,102
MRM1,0.6872,1.5250981076179276e-15,102
CLMP,0.6871,1.9062135413579425e-11,73
ADAM8,0.687,1.5503696258740777e-15,102
C5orf51,0.687,1.5498676804105184e-15,102
NPLOC4,0.687,1.5534432614840478e-15,102
UBE3A,0.687,1.546992021535667e-15,102
TGFB1,0.687,1.552536032020473e-15,102
WIF1,0.6869,1.5752410006924457e-15,102
HSD17B11,0.6869,1.5786863349915212e-15,102
TOM1L2,0.6869,1.5836839115147123e-15,102
TCTEX1D2,0.6868,1.0169667197538822e-05,33
ANGPTL2,0.6867,1.6161882894436257e-15,102
H6PD,0.6867,1.6100521281553324e-15,102
DSTN,0.6867,1.6098712622157624e-15,102
BOLA1,0.6867,1.6248819892974229e-15,102
ADD2,0.6866,1.6487179535900982e-15,102
GPT2,0.6865,1.6696143734163918e-15,102
GMIP,0.6863,1.7057557073573528e-15,102
C12orf60,0.6863,0.001660913534899664,18
