gene,spearman_r,p_value,n_samples
FBN1,0.5429,0.010994545574058883,21
C19orf12,0.5429,0.013387205428015157,20
MFAP5,0.5429,0.010994545574058883,21
LPIN1,0.5429,0.010994545574058883,21
UTP18,0.5429,0.010994545574058883,21
PCSK6,0.5429,0.04486396643924868,14
CRABP1,0.5429,0.010994545574058883,21
ABRACL,0.5429,0.010994545574058883,21
GLYR1,0.5429,0.010994545574058883,21
IFI44,0.5429,0.010994545574058883,21
ENPP2,0.5429,0.010994545574058883,21
VCL,0.5429,0.010994545574058883,21
TNFRSF1B,0.5429,0.036521822554837345,15
CXorf56,0.5426,0.011047063141723733,21
PEF1,0.5426,0.011047063141723733,21
CHD2,0.5426,0.011047063141723733,21
EPHB4,0.5426,0.01103708961350433,21
CCT4,0.5426,0.011047063141723733,21
SNCA,0.5424,0.011068430349219626,21
PSIP1,0.5424,0.011078342071336388,21
HDAC5,0.5424,0.011078342071336388,21
VPS26A,0.5423,0.011099812841224825,21
UCK1,0.5421,0.011131237051052546,21
ADSS2,0.5421,0.011131237051052546,21
SMG8,0.5421,0.011131237051052546,21
TENT2,0.542,0.011152795627932545,21
CALD1,0.5419,0.011162702940180444,21
DDX19A,0.5418,0.011184365769330268,21
KCTD3,0.5418,0.020206828397558985,18
KATNAL1,0.5417,0.011194210470031054,21
WASHC3,0.5417,0.011194210470031054,21
GAPDH,0.5416,0.011225759601972744,21
SLC35A4,0.5416,0.013655141510362815,20
BCL2L11,0.5416,0.030254428644808463,16
SLC16A3,0.5416,0.011225759601972744,21
MYCBP2,0.5416,0.01121597772507809,21
KCTD21,0.5413,0.011279326923776666,21
CNOT3,0.5411,0.01131106408866858,21
RAB8B,0.5411,0.01131106408866858,21
EXTL2,0.541,0.020415384335942362,18
PSTPIP1,0.5408,0.01136501520060215,21
NT5DC1,0.5408,0.01136501520060215,21
PPCS,0.5408,0.01136501520060215,21
MACF1,0.5404,0.011428909116945886,21
SEC31A,0.5404,0.011428909116945886,21
CYC1,0.5404,0.011428909116945886,21
CLEC5A,0.5404,0.01691948997160229,19
ITPK1,0.5403,0.01146091866432833,21
ZNHIT6,0.5403,0.01146091866432833,21
